Address,LU post groups,LU prior groups,Prior Year,TOTAL VALUE post,TOTAL VALUE prior,YR BUILT prior (bin) 2,ZIPCODE post (group),Latitude,Longitude
25 CLAREMONT PK,CM,R2,2022,0.0,2767800.0,1860.0,02118,42.342475,-71.081289
25 BRIGHTON ST,CM,R2,2018,0.0,361944.0,1880.0,02129,42.3834834,-71.07776299999999
24 VENTURA ST,CM,R2,2022,0.0,629200.0,1920.0,02124,42.2709031,-71.06283049999999
24 SIGOURNEY ST,CM,R2,2018,0.0,1816600.0,2000.0,02130,42.3091557,-71.09981719999999
24 NEPONSET AV,CM,R2,2023,0.0,1378600.0,2020.0,02131,42.2865244,-71.11753379999999
24 KINGSBORO PK,CM,R2,2018,0.0,844700.0,1920.0,02130,42.3179118,-71.1107389
24 COOK ST,CM,R2,2015,0.0,486300.0,1870.0,02129,42.3807031,-71.0640724
24 BARDWELL ST,CM,R2,2021,0.0,910800.0,1910.0,02130,42.3080125,-71.1170115
24 - 26 CEDAR ST,CM,R2,2016,0.0,170400.0,2010.0,02126,42.2722612,-71.07545499999999
24 26 SPAULDING ST,CM,R2,2018,0.0,578900.0,1900.0,02122,42.29221159999999,-71.0551219
23 ROSEBERY RD,CM,R2,2023,0.0,846400.0,2020.0,02136,42.26784170000001,-71.1036189
23 GOETHE ST,CM,R2,2018,0.0,545600.0,1890.0,02132,42.2566353,-71.1587071
23 ELIOT ST,CM,R2,2015,0.0,1576980.0,1890.0,02130,42.3113733,-71.1167911
22 MARION ST,CM,R2,2018,0.0,375816.0,1880.0,02128,42.3801961,-71.03852599999999
21 TEMPLE ST,CM,R2,2021,0.0,602800.0,1920.0,02126,42.2727788,-71.0721734
21 Sciarappa St,CM,R2,2015,,,1870.0,02141,42.37243,-71.08137719999999
21 HILLVIEW AV,CM,R2,2023,0.0,681300.0,1880.0,02131,42.2806725,-71.1270167
21 ALPINE ST,CM,R2,2018,0.0,420518.0,1900.0,02119,42.3261679,-71.08675649999999
21 ALPHA RD,CM,R2,2022,0.0,676900.0,1920.0,02124,42.2961732,-71.0681492
21 A SPRING PARK AV,CM,R2,2016,0.0,962800.0,1880.0,02130,42.316871,-71.1116998
20 WILLIAMS AV,CM,R2,2020,,405400.0,1910.0,02136,42.2509987,-71.1185551
20 Rindgefield St,CM,R2,2020,,,1910.0,02140-1841,42.39368839999999,-71.12782849999999
20 OPHIR ST,CM,R2,2016,0.0,760000.0,2010.0,02130,42.3107951,-71.1046551
20 BURR ST,CM,R2,2022,0.0,1105600.0,1900.0,02130,42.3168316,-71.1090054
19-21 Fountain Ter,CM,R2,2022,,,1920.0,02138,42.37877,-71.150216
19 WARNER ST,CM,R2,2021,0.0,580000.0,1890.0,02124,42.2954891,-71.0803723
19 Hollis St,CM,R2,2023,,,1920.0,02140,42.3939374,-71.12872109999999
19 HARRISON ST,CM,R2,2021,0.0,557800.0,1900.0,02131,42.287738,-71.1205351
18 SACKVILLE ST,CM,R2,2018,0.0,948700.0,1880.0,02129,42.3810504,-71.0650086
18 KITTREDGE ST,CM,R2,2016,0.0,424242.0,1910.0,02131,42.28441160000001,-71.1292319
18 CRESTWAY RD,CM,R2,2023,0.0,543100.0,2020.0,02128,42.3925397,-71.0058011
18 CARPENTER ST,CM,R2,2018,0.0,979412.0,1900.0,02127,42.3287706,-71.05617520000001
18 BRIGHTON ST,CM,R2,2021,0.0,703600.0,2000.0,02129,42.383569,-71.0781205
17 William St,CM,R2,2022,,,1840.0,02139,42.3634046,-71.10557829999999
17 WEYMOUTH AV,CM,R2,2023,0.0,886300.0,1920.0,02132,42.2668487,-71.1523812
17 ASHLAND ST,CM,R2,2023,0.0,895400.0,1900.0,02122,42.29987269999999,-71.0532049
16 WYOMING ST,CM,R2,2018,0.0,353666.0,1900.0,02121,42.3149745,-71.0853408
16 WHITBY TE,CM,R2,2022,0.0,1018400.0,1880.0,02125,42.3140983,-71.06063739999999
16 STANLEY ST,CM,R2,2023,0.0,782700.0,2020.0,02125,42.3110074,-71.06823179999999
16 PORT NORFOLK ST,CM,R2,2018,0.0,503100.0,1900.0,02122,42.28951989999999,-71.0408611
16 MASON ST,CM,R2,2023,0.0,431700.0,1910.0,02136,42.2477279,-71.12651439999999
16 Chappie ST,CM,R2,2023,0.0,2669000.0,2020.0,02129,42.382819,-71.06907079999999
16 18 RICHVIEW ST,CM,R2,2015,0.0,388500.0,1920.0,02124,42.2782057,-71.0610068
15 MYRTLEBANK AV,CM,R2,2022,0.0,789200.0,1940.0,02124,42.28219379999999,-71.0540899
15 MORRILL ST,CM,R2,2015,0.0,445100.0,1880.0,02125,42.3164869,-71.0603525
15 MENDELSSOHN ST,CM,R2,2015,0.0,446200.0,1930.0,02131,42.2783779,-71.1383889
15 MELROSE ST,CM,R2,2015,0.0,951600.0,1890.0,02116,42.3492179,-71.06764919999999
15 HANCOCK ST,CM,R2,2016,0.0,2118248.0,1880.0,02114,42.3606677,-71.0646685
15 BUNKER ST,CM,R2,2022,0.0,774900.0,2000.0,02136,42.2436654,-71.1356318
15 ASHLAND ST,CM,R2,2023,0.0,852800.0,1900.0,02122,42.29990979999999,-71.05329270000001
15 17 KNIGHT ST,CM,R2,2015,0.0,355900.0,1920.0,02136,42.2459288,-71.1331472
14A GENEVA ST,CM,R2,2018,0.0,177500.0,2010.0,02128,42.3685761,-71.0336803
14 SHERWOOD ST,CM,R2,2023,0.0,594100.0,1890.0,02131,42.2836351,-71.12370349999999
14 SALCOMBE ST,CM,R2,2018,0.0,457100.0,1900.0,02125,42.3146278,-71.0610574
14 Leonard Ave,CM,R2,2022,,,1890.0,02138,42.3803274,-71.13891009999999
14 HATHAWAY ST,CM,R2,2021,0.0,1099000.0,1920.0,02130,42.3086426,-71.1164661
14 GENEVA ST,CM,R2,2018,0.0,177800.0,2010.0,02128,42.3686323,-71.03360769999999
14 16 ROCKVIEW ST,CM,R2,2018,0.0,1431800.0,2010.0,02130,42.3158073,-71.1091003
14 16 MILES ST,CM,R2,2015,0.0,399600.0,1910.0,02119,42.3186201,-71.0999689
13 WALNUT ST,CM,R2,2018,0.0,2442304.0,1800.0,02108,42.3576105,-71.0661791
13 TRENTON ST,CM,R2,2015,0.0,619500.0,1860.0,02129,42.3778615,-71.06161519999999
13 MCKONE ST,CM,R2,2022,0.0,874100.0,,02122,42.289777,-71.04665589999999
13 15 WINSLOW ST,CM,R2,2018,0.0,501700.0,1900.0,02136,42.2535732,-71.1306243
12 Rindgefield St,CM,R2,2015,,,1910.0,02140,42.3935331,-71.1276535
12 MOSGROVE AV,CM,R2,2018,0.0,511500.0,1900.0,02131,42.2919327,-71.1230143
12 HILLOCK ST,CM,R2,2023,0.0,658200.0,1870.0,02131,42.2835179,-71.1380255
12 HALIFAX ST,CM,R2,2016,0.0,812000.0,1910.0,02130,42.3204126,-71.1127396
12 GRANT ST,CM,R2,2018,0.0,529300.0,1900.0,02125,42.3184361,-71.05511969999999
12 EVERDEAN ST,CM,R2,2018,0.0,467500.0,1910.0,02122,42.30083279999999,-71.05055279999999
12 ENNIS RD,CM,R2,2023,0.0,542100.0,2020.0,02119,42.3125326,-71.097555
12 CENTRE AV,CM,R2,2018,0.0,390700.0,1880.0,02124,42.2925441,-71.0631841
12 CAWFIELD ST,CM,R2,2023,0.0,885300.0,2020.0,02125,42.3201115,-71.063797
11 Van Norden St,CM,R2,2022,,,1890.0,02108,42.3911871,-71.12969740000001
11 Sunset Rd,CM,R2,2018,,,2010.0,02141,42.3716445,-71.0809757
11 PRIMROSE ST,CM,R2,2022,0.0,952100.0,1890.0,02131,42.2905938,-71.1296495
11 MONUMENT ST,CM,R2,2018,0.0,1099188.0,1880.0,02129,42.3774536,-71.0600138
11 LINDEN ST,CM,R2,2015,0.0,616300.0,1890.0,02127,42.3341681,-71.04483309999999
11 CLIFTONDALE ST,CM,R2,2022,0.0,647500.0,1920.0,02131,42.2832684,-71.1299205
11 CLAREMONT PK,CM,R2,2020,,3437400.0,1860.0,02118,42.3422139,-71.080987
11 BLAKE ST,CM,R2,2021,0.0,606100.0,1910.0,02136,42.2642162,-71.106601
10 HEATHCOTE ST,CM,R2,2023,0.0,428600.0,,02131,42.2816786,-71.12614060000001
10 FAIRVIEW ST,CM,R2,2021,0.0,892100.0,1880.0,02131,42.2887361,-71.1310974
10 CLAREMONT PK,CM,R2,2023,0.0,4774800.0,1890.0,02118,42.3419286,-71.081255
10 ACACIA RD,CM,R2,2022,0.0,843900.0,1920.0,02132,42.2736481,-71.161199
10  12 SILVIA CT,CM,R2,2021,0.0,630100.0,1960.0,02136,42.2559771,-71.14178969999999
9 SULLIVAN ST,CM,R2,2016,0.0,710100.0,1880.0,02129,42.3778292,-71.0668854
9 ORIOLE ST,CM,R2,2021,0.0,751900.0,1920.0,02132,42.280891,-71.1498283
9 MYSTIC ST,CM,R2,2018,0.0,1203100.0,1880.0,02129,42.3796465,-71.0625752
9 Donnell St,CM,R2,2018,,,2010.0,02138,42.3838989,-71.1325275
9 Batchelder ST,CM,R2,2023,0.0,598700.0,1890.0,02119,42.3210391,-71.06911389999999
9  11 MORAINE ST,CM,R2,2021,0.0,1126200.0,1910.0,02130,42.3199063,-71.1124425
8 LINWOOD SQ,CM,R2,2021,0.0,586500.0,1870.0,02119,42.3284758,-71.093899
8 Day St,CM,R2,2023,,,1870.0,02138,42.3803274,-71.13891009999999
8 BROOKFIELD ST,CM,R2,2016,0.0,514700.0,1910.0,02131,42.287803,-71.132365
8  10 GRIMES ST,CM,R2,2021,0.0,507900.0,2010.0,02127,42.3341808,-71.05168909999999
7-9 Pine St,CM,R2,2023,,,2020.0,02139,42.36425860000001,-71.09845059999999
7 KESWICK ST,CM,R2,2021,0.0,1853100.0,1900.0,02215,42.3457607,-71.1059485
7 COOK ST,CM,R2,2021,0.0,988000.0,1870.0,02129,42.3800558,-71.06414339999999
6 SEA VIEW TE,CM,R2,2016,0.0,497000.0,1910.0,02125,42.3130043,-71.05024689999999
6 Porter Pk,CM,R2,2021,,,1890.0,02140,42.3892712,-71.12088299999999
6 LARCH PL,CM,R2,2018,0.0,624800.0,2000.0,02130,42.2928255,-71.108715
6 Howland ST,CM,R2,2023,0.0,863500.0,1900.0,02121,42.3113821,-71.08392370000001
5 MOHAWK ST,CM,R2,2016,0.0,548900.0,1830.0,02127,42.3291821,-71.0559214
5 DENTON TE,CM,R2,2023,0.0,702900.0,1920.0,02131,42.2804896,-71.1339098
5 CASPIAN WY,CM,R2,2023,0.0,1941800.0,1920.0,02125,42.3098025,-71.0502387
4-6 Maple Ave,CM,R2,2019,,,1860.0,02139-1116,42.3716282,-71.105172
4 MT VERNON ST,CM,R2,2021,0.0,1772400.0,1870.0,02129,42.37606570000001,-71.0588942
4 Highland Pk,CM,R2,2018,,,1900.0,02139-1017,42.3731784,-71.1049476
4 HARTFORD ST,CM,R2,2021,0.0,633500.0,1900.0,02125,42.31820500000001,-71.0738239
4 DELANO PK,CM,R2,2023,0.0,734000.0,1900.0,02131,42.2803345,-71.1253787
4 BRIGHAM ST,CM,R2,2018,0.0,1133700.0,1900.0,02128,42.3650901,-71.0344202
4 ALBANO ST,CM,R2,2016,0.0,406800.0,1900.0,02131,42.2820583,-71.1295896
4 6 GRAHAM TE,CM,R2,2015,0.0,531400.0,1920.0,02132,42.2797554,-71.1626756
3 OUTLOOK RD,CM,R2,2023,0.0,839600.0,1920.0,02126,42.2821826,-71.0938792
3 MENDELL WY,CM,R2,2015,0.0,286200.0,2010.0,02130,42.316245,-71.10151499999999
3 MEEHAN PL,CM,R2,2016,0.0,477015.0,1900.0,02130,42.3098332,-71.10647879999999
3 EMMETT ST,CM,R2,2022,0.0,1631700.0,2010.0,02127,42.336726,-71.0385641
2 Hollis Pk,CM,R2,2018,,,1900.0,02129,42.3936353,-71.129217
2 Fayette Pk,CM,R2,2020,,,1900.0,02139-1113,42.3713509,-71.1047047
1 WARREN SQ,CM,R2,2023,0.0,1475700.0,1880.0,02130,42.31287620000001,-71.1118704
1 HANSON ST,CM,R2,2016,0.0,3130890.0,1890.0,02118,42.3435644,-71.069671
1 Hancock Pl,CM,R2,2023,,,1900.0,02139,42.36965379999999,-71.10714639999999
1 DELANO PK,CM,R2,2018,0.0,453400.0,1890.0,02131,42.2807119,-71.12564739999999
4380 WASHINGTON ST,CM,R1,2018,0.0,435200.0,2010.0,02131,42.2820216,-71.13248910000002
671 E FIFTH ST,CM,R1,2016,0.0,589700.0,1880.0,02127,42.3338688,-71.0335999
469 E FOURTH ST,CM,R1,2018,0.0,441600.0,1880.0,02127,42.3346863,-71.046588
398 BREMEN ST,CM,R1,2021,0.0,363000.0,1920.0,02128,42.3785598,-71.0279286
314 K ST,CM,R1,2018,0.0,740600.0,1890.0,02127,42.3329081,-71.0371476
269 EMERSON ST,CM,R1,2015,0.0,442100.0,1900.0,02127,42.3342366,-71.0357319
211 W CANTON ST,CM,R1,2015,0.0,1580475.0,1890.0,02116,42.3452979,-71.07680549999999
139 Charles St,CM,R1,2015,,,1870.0,02141,42.3679467,-71.0821196
136 Cushing St,CM,R1,2018,,,2010.0,02138,42.3785825,-71.15242190000001
109 NEPONSET AV,CM,R1,2022,0.0,481700.0,1950.0,02136,42.24603339999999,-71.1165927
109 CHILD ST,CM,R1,2022,0.0,763600.0,1880.0,02130,42.3069442,-71.11114239999999
98 BOLTON ST,CM,R1,2015,0.0,559300.0,2010.0,02127,42.3410944,-71.05131829999999
79 JAMAICA ST,CM,R1,2021,0.0,421300.0,1890.0,02130,42.3051319,-71.1175434
74 F ST,CM,R1,2015,0.0,389300.0,1890.0,02127,42.3352395,-71.04987679999999
62 MINOT ST,CM,R1,2021,0.0,652500.0,1910.0,02122,42.2852825,-71.0478424
51 BENNINGTON ST,CM,R1,2018,0.0,453800.0,1900.0,02128,42.3754479,-71.03689260000002
41 WINTHROP ST,CM,R1,2021,0.0,1293300.0,1900.0,02119,42.325767,-71.08030029999999
39 ELIOT ST,CM,R1,2018,0.0,1317300.0,1910.0,02130,42.3124051,-71.11772239999999
37-39 Mt Pleasant St,CM,R1,2015,,,1900.0,02138,42.3803274,-71.13891009999999
37 MERCER ST,CM,R1,2018,0.0,570200.0,1900.0,02127,42.3322411,-71.04922979999999
35  37 ELM ST,CM,R1,2021,0.0,889200.0,1860.0,02129,42.3778826,-71.06331449999999
34 BEACON ST,CM,R1,2022,0.0,12453200.0,1870.0,02108,42.3574677,-71.0649765
27 MARCELLA ST,CM,R1,2018,0.0,453800.0,1870.0,02119,42.3218542,-71.09455799999999
23 Montgomery St,CM,R1,2018,,,1890.0,02138,42.3803274,-71.13891009999999
23 EVERETT ST,CM,R1,2021,0.0,482600.0,1910.0,02128,42.3682524,-71.03669959999999
22 Fairmont Ave,CM,R1,2019,,,1890.0,02139,42.361828,-71.1123148
20 LEE ST,CM,R1,2021,0.0,821600.0,1880.0,02130,42.3074331,-71.11154549999999
20 CRANSTON ST,CM,R1,2022,0.0,272400.0,1900.0,02130,42.3210154,-71.10888779999999
20 CONCORD ST,CM,R1,2015,0.0,982500.0,1820.0,02129,42.3777283,-71.061082
13-15 Gardner Rd,CM,R1,2022,,,1870.0,02139,42.370919,-71.099453
2 G ST,CM,R1,2016,0.0,617800.0,1890.0,02127,42.3362572,-71.0440934
94 Shirley ST,CM,I,2023,0.0,990600.0,1970.0,02119,42.3245587,-71.0702488
1989 Massachusetts Ave,CM,E,2019,,,1750.0,02140,42.3907198,-71.1209181
1834 CENTRE ST,CM,E,2022,0.0,4924000.0,,02132,42.2863542,-71.1536941
283 HEATH ST,CM,E,2022,0.0,403600.0,1980.0,02130,42.3282348,-71.1094725
271 E EIGHTH ST,CM,E,2021,0.0,1354600.0,,02127,42.3318977,-71.04982439999999
64 LAWN ST,CM,E,2022,0.0,459900.0,1980.0,02120,42.3270924,-71.10634619999999
3 Lambert St,CM,E,2019,,,1970.0,02139,42.37300279999999,-71.0867502
2508 Massachusetts Ave,CM,CM,2018,,,0.0,02139,42.3992015,-71.1329205
2141  2143 DORCHESTER AV,CM,CM,2020,,0.0,1920.0,02124,42.2773063,-71.0669966
1824 RIVER ST,CM,CM,2022,0.0,0.0,1880.0,02136,42.2432082,-71.1394348
1436 - 144 HYDE PARK AV,CM,CM,2015,0.0,0.0,2000.0,02136,42.2496172,-71.1263112
860 E THIRD ST,CM,CM,2022,0.0,0.0,1960.0,02127,42.3367796,-71.0254289
749  751 VFW PW,CM,CM,2020,,0.0,1940.0,02132,42.2797554,-71.1626756
665 E FIFTH ST,CM,CM,2023,0.0,0.0,1910.0,02127,42.3338135,-71.0339446
646 E SEVENTH ST,CM,CM,2022,0.0,0.0,1890.0,02127,42.3324078,-71.03435859999999
636 642 E EIGHTH ST,CM,CM,2015,0.0,0.0,1900.0,02127,42.3316386,-71.0359228
613  615 DORCHESTER AV,CM,CM,2020,,0.0,1900.0,02127,42.3287566,-71.0570572
557 - 559 E SECOND ST,CM,CM,2015,0.0,0.0,2000.0,02127,42.337038,-71.04086199999999
534  538 COMMONWEALTH AV,CM,CM,2020,,0.0,1910.0,02215,42.34851070000001,-71.09651939999999
514 HF E THIRD ST,CM,CM,2016,0.0,0.0,1890.0,02127,42.336512,-71.0348224
505 R E FIFTH ST,CM,CM,2016,0.0,0.0,1910.0,02127,42.3339572,-71.0347543
500 E EIGHTH ST,CM,CM,2023,0.0,0.0,1890.0,02127,42.3314781,-71.04154199999999
488 COLUMBUS AV,CM,CM,2022,0.0,0.0,1990.0,02118,42.3426552,-71.0788281
468 470 E SEVENTH ST,CM,CM,2015,0.0,0.0,1900.0,02127,42.3322772,-71.04227929999999
452 HUNTINGTON AV,CM,CM,2022,0.0,0.0,1990.0,02136,42.26304409999999,-71.11427909999999
418 CENTRE ST,CM,CM,2022,0.0,0.0,2000.0,02130,42.3205852,-71.11064449999999
407 SHAWMUT AV,CM,CM,2022,0.0,0.0,1890.0,02118,42.340488,-71.073736
397 Norfolk St,CM,CM,2018,,,0.0,02139,42.37400640000001,-71.0959286
356 Windsor St,CM,CM,2018,,,0.0,02139,42.369863,-71.094137
337  339 GALLIVAN BL,CM,CM,2020,,0.0,1890.0,02124,42.2801986,-71.0641605
333  335 SAVIN HILL AV,CM,CM,2020,,0.0,1920.0,02125,42.312708,-71.049284
312 A SAVIN HILL AV,CM,CM,2016,0.0,0.0,2000.0,02125,42.3123434,-71.04820720000001
295 BEACON ST,CM,CM,2022,0.0,0.0,1990.0,02116,42.3529339,-71.0809491
269  285 COLUMBUS AV,CM,CM,2020,,0.0,1920.0,02116,42.3470886,-71.074013
267 -269 W SECOND ST,CM,CM,2015,0.0,0.0,2000.0,02127,42.3397785,-71.0489254
216 R MARGINAL ST,CM,CM,2016,0.0,0.0,1900.0,02128,42.3647092,-71.0335496
195 -199 SOUTH ST,CM,CM,2015,0.0,0.0,1920.0,02130,42.3097365,-71.1151431
179 Larch Rd,CM,CM,2018,,,0.0,02138,42.3807525,-71.1434823
171 H ST,CM,CM,2022,0.0,0.0,1900.0,02127,42.3319653,-71.04155469999999
168 I ST,CM,CM,2022,0.0,100.0,1900.0,02127,42.3324148,-71.0397631
167  169 CHESTNUT AV,CM,CM,2020,,0.0,1990.0,02130,42.3171386,-71.10695059999999
156 A SOUTH ST,CM,CM,2016,0.0,0.0,1910.0,02130,42.3097365,-71.1151431
151  153 CHESTNUT AV,CM,CM,2020,,0.0,1920.0,02130,42.3176086,-71.1066168
143 W CANTON ST,CM,CM,2016,0.0,0.0,1900.0,02118,42.3429225,-71.0748823
136 DURNELL AV,CM,CM,2023,0.0,0.0,1920.0,02131,42.2838258,-71.1354913
136 D ST,CM,CM,2022,0.0,0.0,1990.0,02127,42.3360372,-71.0542736
129 A CENTRE ST,CM,CM,2016,0.0,0.0,1900.0,02124,42.2913783,-71.06643059999999
126 CHILD ST,CM,CM,2022,0.0,0.0,1990.0,02136,42.2541346,-71.1302065
120  122 CHESTNUT AV,CM,CM,2020,,0.0,2000.0,02130,42.3187301,-71.1052449
118  120 GRANITE AV,CM,CM,2020,,0.0,1920.0,02124,42.2794628,-71.0541178
107  109 SAVIN HILL AV,CM,CM,2020,,0.0,1920.0,02125,42.3116353,-71.0538948
105 BOLTON ST,CM,CM,2022,0.0,0.0,2000.0,02127,42.3406788,-71.051047
101 -103 LAMARTINE ST,CM,CM,2015,0.0,0.0,2000.0,02130,42.3199327,-71.1032867
100 Magazine St,CM,CM,2018,,,0.0,02139-3928,42.3601265,-71.1097848
88 Gore St,CM,CM,2018,,,0.0,02138,42.3718778,-71.0817938
86  88 W WALNUT PK,CM,CM,2020,,0.0,1910.0,02119,42.3183869,-71.1005149
81 Garfield St,CM,CM,2018,,,0.0,02139,42.36475590000001,-71.1032591
81  83 PIERCE AV,CM,CM,2020,,0.0,1920.0,02122,42.2876659,-71.0508808
80 WORCESTER ST,CM,CM,2018,0.0,0.0,1890.0,02118,42.3393784,-71.0782157
76 -110R GAINSBOROUGH ST,CM,CM,2016,0.0,0.0,1990.0,02115,42.3422586,-71.0884705
75 -77 WILLOW ST,CM,CM,2016,0.0,0.0,1920.0,02132,42.288823,-71.1527971
74 -76 ROWE ST,CM,CM,2018,0.0,0.0,1890.0,02131,42.2820549,-71.1202555
74 76 COMMONWEALTH AV,CM,CM,2015,0.0,0.0,1900.0,02116,42.3522515,-71.0751609
73  75 LENOXDALE AV,CM,CM,2020,,0.0,1920.0,02124,42.2799015,-71.0538864
65 Fayerweather St,CM,CM,2018,,,0.0,02138,42.3805009,-71.13777309999999
64 -66 OLD MORTON ST,CM,CM,2016,0.0,0.0,2000.0,02126,42.2722645,-71.0711408
61 63 ST BOTOLPH ST,CM,CM,2015,0.0,0.0,1900.0,02116,42.34577609999999,-71.08003479999999
59 BRADWOOD ST,CM,CM,2021,0.0,,1910.0,02131,42.2848948,-71.14357509999999
59  69 MSGR P J LYDON WY,CM,CM,2020,,0.0,1990.0,02124,42.2890156,-71.0593986
53 BELMONT ST,CM,CM,2022,0.0,0.0,2000.0,02129,42.3819379,-71.0646569
50  52 SANBORN AV,CM,CM,2020,,0.0,1940.0,02132,42.2807073,-71.16480949999999
47 R CREIGHTON ST,CM,CM,2016,0.0,0.0,1900.0,02130,42.323969,-71.1073124
47  49 MYRTLEBANK AV,CM,CM,2020,,0.0,1920.0,02124,42.281372,-71.0536766
46 ST JAMES ST,CM,CM,2023,0.0,0.0,1890.0,02119,42.3266717,-71.08601279999999
45 COMMONWEALTH AV,CM,CM,2022,0.0,0.0,1910.0,02116,42.35319,-71.075126
41 - 43 WESTLAND AV,CM,CM,2018,0.0,0.0,2010.0,02115,42.34380900000001,-71.08792980000001
39 MIDDLE ST,CM,CM,2022,0.0,0.0,1990.0,02127,42.3318164,-71.05539329999999
39 -43 DANFORTH ST,CM,CM,2015,0.0,0.0,2000.0,02130,42.3176682,-71.1055193
36 UNION AV,CM,CM,2022,0.0,0.0,2000.0,02130,42.3087184,-71.1064391
36  38 S MUNROE TE,CM,CM,2020,,0.0,1900.0,02122,42.2919035,-71.0523906
34 -36 P ST,CM,CM,2016,0.0,0.0,2000.0,02127,42.3371241,-71.0270029
33-35 & 37 COTTAGE ST,CM,CM,2015,0.0,0.0,2000.0,02128,42.3666233,-71.0359783
33 UPHAM AV,CM,CM,2022,0.0,0.0,2000.0,02125,42.3151313,-71.064211
28  30 DOWNER AV,CM,CM,2020,,0.0,1890.0,02125,42.3112808,-71.0610397
27 SCHOOL STREET PL,CM,CM,2022,0.0,0.0,1900.0,02119,42.31369919999999,-71.0972938
27 CHESTNUT ST,CM,CM,2022,0.0,0.0,1990.0,02129,42.3747,-71.05874349999999
26  28 QUINN WY,CM,CM,2020,,0.0,1920.0,02132,42.2827575,-71.15637869999999
25 NIKISCH AV,CM,CM,2022,0.0,0.0,2010.0,02131,42.2787695,-71.1399141
24 MILDRED AV,CM,CM,2022,0.0,0.0,2000.0,02126,42.2766189,-71.09154699999999
23 MT VERNON ST,CM,CM,2022,0.0,0.0,1870.0,02129,42.3755309,-71.0584569
23 MT VERNON ST,CM,CM,2015,0.0,0.0,1870.0,02129,42.3755309,-71.0584569
23 -35 GRANTLEY ST,CM,CM,2015,0.0,0.0,2000.0,02136,42.2492005,-71.1251915
22  24 ELLISON AV,CM,CM,2020,,0.0,1920.0,02126,42.2772571,-71.07319980000001
21-27 Beech St,CM,CM,2018,,,0.0,02140,42.39149949999999,-71.119699
20 DENTON TE,CM,CM,2021,0.0,,1900.0,02131,42.28023659999999,-71.13286240000001
20 A CRANSTON ST,CM,CM,2016,0.0,0.0,1900.0,02130,42.3210916,-71.1087186
19 WILLIAMS AV,CM,CM,2015,0.0,0.0,1890.0,02136,42.2507579,-71.1188588
19 SHORT ST,CM,CM,2022,0.0,0.0,2000.0,02129,42.3835484,-71.0699566
19 MERCER ST,CM,CM,2015,0.0,0.0,1910.0,02127,42.3331734,-71.0491538
19 -21 NORFOLK ST,CM,CM,2016,0.0,0.0,1900.0,02119,42.328591,-71.0910145
19 -21 BIRCHWOOD ST,CM,CM,2016,0.0,0.0,1890.0,02132,42.2587604,-71.15869789999999
18 -26A BATCHELDER ST,CM,CM,2015,0.0,0.0,2000.0,02119,42.3218786,-71.0693905
17R CLARK ST,CM,CM,2021,0.0,,1900.0,02109,42.36497130000001,-71.0527559
17 TOLMAN ST,CM,CM,2015,0.0,0.0,1900.0,02122,42.2890939,-71.0463178
16 ATHERTON AV,CM,CM,2022,0.0,0.0,2000.0,02131,42.283735,-71.1301651
16 - 16A MEEHAN ST,CM,CM,2015,0.0,0.0,2010.0,02130,42.3053414,-71.1070515
15 HILBURN PL,CM,CM,2022,0.0,0.0,2000.0,02131,42.27991069999999,-71.1236642
15 HF MT VERNON ST,CM,CM,2016,0.0,0.0,1900.0,02125,42.3204064,-71.0498041
15 GREENMOUNT ST,CM,CM,2022,0.0,0.0,2000.0,02125,42.3104507,-71.0589803
15 COTTON ST,CM,CM,2022,0.0,0.0,1920.0,02131,42.2910663,-71.12904449999999
14 WHITFORD ST,CM,CM,2022,0.0,0.0,1900.0,02131,42.2812271,-71.1291837
14 UNION AV,CM,CM,2022,0.0,0.0,2000.0,02130,42.3092721,-71.1059786
14 -16 EVERGREEN ST,CM,CM,2016,0.0,0.0,1900.0,02130,42.3238699,-71.1099832
11 C WALTHAM ST,CM,CM,2016,0.0,0.0,1900.0,02118,42.3412527,-71.06809249999999
11 -11A WIGET ST,CM,CM,2016,0.0,0.0,1910.0,02113,42.3640897,-71.0561484
10  12 CEDRUS AV,CM,CM,2020,,0.0,1920.0,02131,42.27957869999999,-71.1366908
9 EVERETT ST,CM,CM,2022,0.0,0.0,2000.0,02122,42.3015139,-71.0530758
8 SARGENT ST,CM,CM,2022,0.0,0.0,2000.0,02125,42.3169994,-71.0737498
8 Garden Ct,CM,CM,2018,,,0.0,02138,42.384018,-71.130175
5 QUINCY PL,CM,CM,2022,0.0,0.0,2000.0,02121,42.3156257,-71.0820277
5 HAMPSTEAD RD,CM,CM,2022,0.0,0.0,1900.0,02130,42.3031172,-71.1154703
5 FIFIELD ST,CM,CM,2022,0.0,0.0,2000.0,02122,42.3089207,-71.063177
3 NEWHALL PL,CM,CM,2022,0.0,0.0,1900.0,02122,42.2883196,-71.0515645
3 FAIRVIEW ST,CM,CM,2022,0.0,0.0,1900.0,02131,42.2883941,-71.1308473
2 NEW HAVEN ST,CM,CM,2022,0.0,0.0,1970.0,02132,42.2685035,-71.1654679
2 -22HF SIGOURNEY ST,CM,CM,2015,0.0,0.0,2000.0,02130,42.3091289,-71.0992832
593 GALLIVAN BLVD,CM,CL,2023,0.0,107300.0,,02124,42.2828046,-71.0515874
5255 WASHINGTON ST,CM,CD,2022,0.0,377800.0,1980.0,02132,42.25991370000001,-71.1591614
